id,translation_id,english,kinyarwanda,kirundi,somali
EHEZA-T-0951,PrenatalHealthEducationLabel.EducationVaricoseVeins,Varicose Veins,Kubyimba kw'imitsi (imigarura) y'amaraso,Ivyimba ry'imitsi,Lugo Waraabow
EHEZA-T-0952,PrenatalHealthEducationLabel.EducationLegPainRedness,Leg Pain or Redness,Kubabara akaguru kamwe cyangwa gutukura ku kuguru kumwe,Ububabare no kubenjuka ku maguru,Lugo xanuun ama Gaduudnaasho
EHEZA-T-0953,PrenatalHealthEducationLabel.EducationSaferSex,Safer Sex Practices,Imibonano mpuzabitsina ikingiye,Imigirwa mpuzabitsina ikingiwe,Hababka bad qabka leh ee Galmada
EHEZA-T-0954,PrenatalHealthEducationLabel.EducationGrief,Grief,Intimba,,Niyadjab
EHEZA-T-0955,PrenatalHealthEducationLabel.EducationHIVPartnerPresence,Partner Presence,Guherekezwa n'umutware,,
EHEZA-T-0956,PrenatalImmunizationHistory.VaccineTetanus,Tetanus History,Amakuru ku ndwara y'Agakwega,Akahise ka Rudadaza,Taariikhda Teetanada
EHEZA-T-0957,PrenatalLabsCaseManagementEntryTypeResults,ANC Lab Results,Ibisubizo by'Ibizamini Byafashwe ku mugore utwite,Inyishu z'ibipimo vyakozwe mu gusuzumisha imbanyi,
EHEZA-T-0958,PrenatalMedicationTask.TaskFefol,Fefol,Ibinini by'ubutare (Fefol),,
EHEZA-T-0959,PrenatalMedicationTask.TaskFolate,Folate,Ibinini bya Acide Folic,,
EHEZA-T-0960,PrescribedMedication,Prescribed Medication,Imiti yatanzwe,Imiti yandikiwe,Dawada la Qoray
EHEZA-T-0961,OutsideCareMedicationLabel.OutsideCareMedicationQuinineSulphate,Quinine Sulphate per os (10 mg/kg/dose),,,
EHEZA-T-0962,OutsideCareMedicationLabel.OutsideCareMedicationPenecilin1,Penicillin (2.4 million units),Penisilini (Miliyoni 2.4),"Penisiline (udupimo tungana na miliyoni 2,4)",Penicillin (2.4 malayn qeyb)
EHEZA-T-0963,OutsideCareMedicationLabel.OutsideCareMedicationDolutegravir,Dolutegravir (50mg),,,
EHEZA-T-0964,OutsideCareMedicationLabel.OutsideCareMedicationIron2,Iron (60mg),Fer (60mg),Fer (60mg),
EHEZA-T-0965,OutsideCareMedicationLabel.OutsideCareMedicationFolicAcid,Folic Acid (400IU),,Acide Folique (400IU),
EHEZA-T-0966,OutsideCareMedicationDosage.OutsideCareMedicationQuinineSulphate,3 x a day for 7 days,inshuri 3 ku munsi mu minsi 7,,
EHEZA-T-0967,OutsideCareMedicationDosage.OutsideCareMedicationTDF3TC,one tab by mouth 1x a day,Kunywa ikinini kimwe inshuro imwe ku munsi,Kumira ikinini kimwe incuro 1 ku munsi,
EHEZA-T-0968,OutsideCareMedicationDosage.OutsideCareMedicationIron2,one tab by mouth 2x a day,Kunywa ikinini kimwe inshuro 2 ku munsi,Kumira ikinini kimwe incuro 2 ku munsi,
EHEZA-T-0969,PrenatalSymptom.BurningWithUrination,Burning with Urination,Kunyara Ukababara,Ugusha hamwe n'ugusoba,
EHEZA-T-0970,PrenatalSymptom.AbnormalVaginalDischarge,Abnormal Vaginal Discharge,Gusohora ibintu bidasanzwe mu gitsina,Isohoka ridasanzwe ry'amazi canke ibintu bimeze nk'amazi mu gihimba c'irondoka,
EHEZA-T-0971,PrenatalSymptom.CoughContinuous,Cough for >2 weeks,Inkorora irengeje ibyumweru 2,Ugukorora ikiringo kirenga indwi 2,Qufac ilaa >2 usbuuc
EHEZA-T-0972,PrenatalSymptom.LegPainRedness,Leg Pain or Redness (One Leg),Kubabara akaguru kamwe cyangwa gutukura ku kuguru kumwe,Ububabare no kubenjuka ku maguru (Ukuguru kumwe),Lugo xanuun ama Gaduudnaasho (Hal lug)
EHEZA-T-0973,Referral,Referral,Kohereza,Kurungika,Gudbin
EHEZA-T-0974,RememberMakeYourCoworkersYourWorkFamily,Remember: Make your co-workers your work family.,,,
EHEZA-T-0975,Resolved,Resolved,,Cakemutse,La xaliyay
EHEZA-T-0976,SevereCOVID19,Severe COVID-19,Uburwayi bwa Covid-19 bukabije,COVID-19 ikaze,COVID-19 aad u daran
EHEZA-T-0977,SimpleCOVID19,Simple COVID-19,Uburwayi bwa Covid-19 bworoheje,Korona (COVID-19) isanzwe,COVID-19 Fudud
EHEZA-T-0978,SpontaneousBleedingLabel,Spontaneous Bleeding,Kuva amaraso bitunguranye,Ukuva amaraso aho nyene,Dhiigbax aan waqti lahayn
EHEZA-T-0979,StageOneHypertension,Stage One Hypertension,Umuvuduko w'amaraso uri ku rwego rwa mbere,Umuvuduko w'amaraso uri mu c'iciro/mu gice ca mbere,
EHEZA-T-0980,SuicideRisk,Suicide Risk,Afite ibyago byo kwiyahura,Ingorane zimutuma ashobora kwiyahura,
EHEZA-T-0981,SyphilisWithComplications,Syphilis with Complications,Mburugu n'ibibazo bishamikiyeho,Syphilis hamwe n'ingorane,
EHEZA-T-0982,TestExecutionNote.TestNoteRunToday,Run Today,Ikizamini cyakozwe uyu munsi,Gikorwe uno munsi,Hada la Ogaanayo
EHEZA-T-0983,TestExecutionNote.TestNoteRunPreviously,Run Previously,Ikizamimi cyakozwe ubushize,Cakozwe ubushize,Horay loo Ogaaday
EHEZA-T-0984,TestExecutionNote.TestNoteLackOfReagents,Lack of Reagents,Kubura kw'ibikoresho byo gupima,Ibura ry'imiti ikoreshwa mu gupima,Milan la`aan
EHEZA-T-0985,TestExecutionNote.TestNoteLackOfOtherSupplies,Lack of Other Supplies,Kubura kw'ibindi bikoresho bicyenerwa mu gupima,Ibura ry'ibikoresho bindi,Aan lahayn agabka kale
EHEZA-T-0986,TestExecutionNote.TestNoteNoEquipment,No Equipment,Nta gikoresho gihari,Nta bikoresho,Ma jiro Qalab
EHEZA-T-0987,TestExecutionNote.TestNoteBrokenEquipment,Broken Equipment,Igikoresho gipima cyarangiritse,Ibikoresho vyaramenetse,
EHEZA-T-0988,TestExecutionNote.TestNoteKnownAsPositive,Known as Positive,Asanzwe afite ubwandu,Birazwi ko arwaye,
EHEZA-T-0989,TestExecutionNote.TestNoteToBeDoneAtHospital,To be Done at Hospital,,Gukorerwa mu Bitaro,Lagu sameynayo Isbitaalka
EHEZA-T-0990,PrenatalVaccineLabel.VaccineTetanus,Tetanus,Agakwega,Rudadaza,Teetano
EHEZA-T-0991,PrePregnancyWeight,Pre-pregnancy Weight,Ibiro bya mbere yo gutwita,,
EHEZA-T-0992,PreTerm,Pre Term,Inda itaragera igihe,Imbere y'igihe,Aan bilo dhameesanin
EHEZA-T-0993,PregnancyConcludedLabel,or Pregnancy Concluded,Cyangwa Iherezo ry'inda,Canke imbanyi yashitse ku gihe cayo,ama Lasoo gaba gabeeyay Uurka
EHEZA-T-0994,PregnancyOutcomeLabel,Pregnancy Outcome,Iherezo ry'inda,Inyishu yerekeye imbanyi,Natiijada Uurka
EHEZA-T-0995,PregnancyOutcome.OutcomeLiveAtTerm,Live Birth at Term (38 weeks EGA or more),Kubyara umwana muzima/Ushyitse (ku byumweru 38 kuzamura),Imbanyi ivutse ikomeye ikiringo kigeze (Indwi 38 z'imbanyi canke zirenga),Nolol ku Dhashay oo Bilo Dhameestay (38 usbuuc EGA ama ka badan)
EHEZA-T-0996,PregnancyOutcome.OutcomeLivePreTerm,Live Birth Preterm (less than 38 weeks EGA),Kubyara mwana udashyitse (munsi y'ibyumweru 38),Imbanyi ivutse imbere y'ikiringo (mbere y'indwi 38),Nolol ku dhashay oo aan Bilo dhameesan (ka yar 38 usbuuc EGA)
EHEZA-T-0997,PregnancyOutcome.OutcomeStillAtTerm,Stillbirth at Term (38 weeks EGA or more),Abana bapfiriye mu nda bageze igihe cyo kuvuka (ku byumweru 38 kuzamura),Umwana yavutse yapfuye ku mbanyi igeze,Uur meyd bilo dhameystay (38 usbuuc EGA ama ka badan)
EHEZA-T-0998,PregnancyOutcome.OutcomeStillPreTerm,Stillbirth Preterm (less than 38 weeks EGA),Abana bapfiriye mu nda batagejeje igihe cyo kuvuka (munsi y'ibyumweru 38),Umwana yavutse yapfuye ku mbanyi itaragera,Uur meyd aan bilo dhameysan (ka yar 38 usbuuc EGA)
EHEZA-T-0999,PregnancyOutcome.OutcomeAbortions,Abortions (before 24 weeks EGA),Kuvanamo inda (mbere y'ibyumweru 24),Ugukoroka kw'imbanyi (imbere y'indwi 24 ugereranije nigihe imbanyi imaze),Dhicis (ka hor 24 todobaad EGA)
EHEZA-T-1000,PrePregnancyClassification.PrePregnancyObesity,Obesity,,,
EHEZA-T-1001,PreTermPregnancy,Number of Pre-term Pregnancies (Live Birth),Umubare w'abavutse ari bazima badashyitse,Igitigiri c'imbanyi zavutse zitageze kw'itarike (Ariko abana bakaba bariho),Tirada Carruurta aan bilo Dhameysan (Ku Dhashay Nolol)
EHEZA-T-1002,PreviousCSectionScar,Previous c-section or other abdominal scar,Inkovu yaho babaze ubushize cyangwa indi nkovu ku nda,Igikomere c'ugukorwa guheruka canke ikindi gikomere ku nda,Qalliin hore ama nabar kale oo caloosha ah
EHEZA-T-1003,PreviousDelivery,Previous delivery,Kubyara guheruka,Ukwibaruka guheruka,Dhalmo Hore
EHEZA-T-1004,PreviousMedication,Previous Medication,,,
EHEZA-T-1005,Programs,Programs,Porogaramu,Imigambi,Barnaamijyada
EHEZA-T-1006,ProgressPhotos,Progress Photos,Uko amafoto agenda ahinduka,Iterambere rya mafoto,Sawirada Hor u socodka
EHEZA-T-1007,ProgressReport,Progress Report,Raporo y’ibyakozwe,Iterambere ry'icegeranyo,Warbixinta Hor u socodka
EHEZA-T-1008,ProgressReports,Progress Reports,Raporo z’ibyakozwe,Icegeranyo c’ivyakozwe,Warbixinada Hor u socodka
EHEZA-T-1009,ProgressTimeline,Progress Timeline,Uko inda igenda ikura,Ikiringo c'iterambere,Waqtiga Hor u socodka
EHEZA-T-1010,ProgressTrends,Progress Trends,Uko ibipimo bigenda bizamuka,Amayira y'iterambere,Dhacdooyinka Hor u socodka
EHEZA-T-1011,ProphylaxisMedications,Prophylaxis Medications,,Imiti ikinga,Dawada ka Hortaga
EHEZA-T-1012,PriorDiagnosis,Prior Diagnosis,Uburwayi yagize/yigeze kurwara,Imbere y'isuzuma,Baaritaanka Ka hor
EHEZA-T-1013,Province,Province,Intara,Intara,Gobal
EHEZA-T-1014,ReadyForReview,Ready for Review,,,
EHEZA-T-1015,ReasonForDistribution,Reason for distribution,Impamvu yo gutanga,Inkomoko yo gutanga,Sababta qaybinta
EHEZA-T-1016,ReasonForNotBreastfeeding.NotBreastfeedingBreastPain,Breast pain,Ububabare bw'amabere,Kubabara amabere,
EHEZA-T-1017,ReasonForNotBreastfeeding.NotBreastfeedingBreastRedness,Breast redness,Amabere aratukuye,Amabere atukura,
EHEZA-T-1018,ReasonForNotBreastfeeding.NotBreastfeedingLowMilkProduction,Low milk production,Amashereka adahagije,Umwimbu w'amata uri hasi,Caano yar soo saaraya
EHEZA-T-1019,ReasonForNotBreastfeeding.NotBreastfeedingProblemsLatching,Problems latching,Ibibazo byo konka,Ingorane zo kugara,Dhibaatooyinka weli taagan yihiin
EHEZA-T-1020,ReasonForNotBreastfeeding.NotBreastfeedingMedicalProblems,Medical Problems,Ibibazo by'uburwayi,Ingorane ziri m'ubuvuzi,Dhibaato caafimaad
EHEZA-T-1021,ReasonForNotBreastfeeding.NotBreastfeedingPersonalChoice,Personal Choice,Amahitamo ye bwite,Ihitamwo ry'umuntu,Dooqa Qofka
EHEZA-T-1022,ReasonForNotIsolating.NoSpace,No space available at home or clinic,Nta mwanya uboneka mu rugo cyangwa mu ivuriro,Nta kibanza na kimwe kihari haba muhira canke kw'ivuriro/ku bitaro,Meel banaan lagama heli karo guriga ama rugta caafimaad
EHEZA-T-1023,ReasonForNotIsolating.TooIll,Too ill to leave alone,Umurwayi ararembye ntagomba gusigara wenyine,Ararwaye cane kuburyo atogenda wenyene,
EHEZA-T-1024,ReasonForNotIsolating.CanNotSeparateFromFamily,Unable to separate from family,Ntibishoboka kumutandukanya n'umuryango,Ntibishoboka kwitandukanya n'umuryango,Kama go`I karo qoyska
EHEZA-T-1025,ReasonForNotTaking.NotTakingAdverseEvent,Adverse event,Ibintu bidasanzwe (bitewe n'imiti wafashe),Icyabaye bibabaje,Waxyeelo
EHEZA-T-1026,ReasonForNotTaking.NotTakingNoMoney,No money for medication,Nta mafaranga yo kwishyura imiti afite,Nta mafaranga yo kugura imiti,Lacag uma heysto dawada
EHEZA-T-1027,ReasonForNotTaking.NotTakingMemoryProblems,Memory problems,Ibibazo byo kwibagirwa,Ingorane zo kwibuka,Dhibaato la xiriirta Keydka Xasuusta
EHEZA-T-1028,ReasonForNotTaking.NotTakingTreatmentNotStarted,Treatment not started,,,
EHEZA-T-1029,ReasonForNotProvidingHealthEducation.LackOfAppropriateEducationUserGuide,Lack of appropriate education user guide,Nta mfashanyigisho yabugenewe ihari,Ukubura ry'indongozo nziza yo gukoresha ivyo wize,Aan lahayn hagaha waxbarashada ku haboon
EHEZA-T-1030,ReasonForNotProvidingHealthEducation.NoReasonForNotProvidingHealthEducation,No reason,Nta mpamvu,Nta citwazo,Sabab la`aan
EHEZA-T-1031,Received,Received,Ibyakiriwe,yaronse,Helay
EHEZA-T-1032,RecommendationSite.TeamComeToVillage,Team will come to village,Itsinda rizaza mu mudugudu,Umurwi uzoza ku musozi,
EHEZA-T-1033,Recommended,Recommended,Imiti yemewe,Bitegerezwa,Lagula taliyay
EHEZA-T-1034,RecommendedSymptomRelief,Recommended Symptom Relief,Imiti yemewe mukuvura ibimenyesto,Icofasha kugabanya ibimenyetso categetswe,Kula tali Qandho Jabiye
EHEZA-T-1035,RecommendedTreatmentSignLabel.TreatmentWrittenProtocols,GI complications: followed Written Protocols,Afite ibibazo by'urwungano ngogozi: Kurikiza amabwiriza,Ingorane zijane na IG: Kurikiza Inyandiko Ntumberezo zivyerekeye,Waxyeelo Uur ku jirta ah:
EHEZA-T-1036,RecommendedTreatmentSignLabel.NoTreatmentForMalaria,No Treatment Administered,Nta muti watanzwe,Nta muti watanzwe,Daawo lama siinin
EHEZA-T-1037,RecommendedTreatmentSignLabel.TreatmentHydrochlorothiazide,Hydrochlorothiazide (12.5mg),Idirokolotiyazide (12.5mg),,
EHEZA-T-1038,RecommendedTreatmentSignLabel.TreatmentNifedipine,Nifedipine (20mg),Nifedipine miligarama 20,,
EHEZA-T-1039,RecommendedTreatmentSignLabel.TreatmentCaptopril,Captopril (25mg),Kabutopulili miligaram 25,,
EHEZA-T-1040,RecommendedTreatmentSignLabel.TreatmentLisinopril,Lisinopril (5mg),Lizinopilili miligarama 5,,
EHEZA-T-1041,RecommendedTreatmentSignLabel.TreatmentAtenlol,Atenlol (12.5mg),Atenilolo miligarama 12.5,,
EHEZA-T-1042,RecommendedTreatmentSignLabel.TreatmentAluminiumHydroxide,Aluminium Hydroxide (500mg),Idologiside d'Aluminiyumu miligarama 500,Hidroksidi ya Alimini (mg 500),
EHEZA-T-1043,RecommendedTreatmentSignLabel.TreatmentNitrofurantoin,Nitrofurantoin (100mg),,,
EHEZA-T-1044,RecommendedTreatmentSignLabel.TreatmentAmoxicillin,Amoxicillin (500mg),,,
EHEZA-T-1045,RecommendedTreatmentSignLabel.TreatmentClotrimaxazole200,Clotrimaxazole (200mg),,,
EHEZA-T-1046,RecommendedTreatmentSignLabel.TreatmentClotrimaxazole500,Clotrimaxazole (500mg),,,
EHEZA-T-1047,RecommendedTreatmentSignLabel.TreatmentCloxacillin,Cloxacillin (250mg),,,
EHEZA-T-1048,RecommendedTreatmentSignLabel.TreatmentMastitisAmoxicillin,Amoxicillin (250mg),,,
EHEZA-T-1049,RecommendedTreatmentSignLabel.TreatmentPenecilinV,Penicillin V (250mg),,,
EHEZA-T-1050,RecommendedTreatmentSignLabel.TreatmentParacetamol,Paracetamol (500mg),,,
EHEZA-T-1051,RecommendedTreatmentSignLabel.TreatmentIbuprofen,Ibuprofen (400mg),,,
EHEZA-T-1052,RecommendedTreatmentSignLabel.TreatmentMetformin2m2eGlipenclamide1m1e,"Metformin (500mg), Glipenclamide (5mg)",,,
EHEZA-T-1053,RecommendedTreatmentSignLabel.TreatmentGlipenclamide2m2eMetformin1m1e,"Glipenclamide (5mg), Metformin (500mg)",,,
EHEZA-T-1054,RectalHemorrhoids,Rectal Hemorrhoids,Kubyimba kw'imitsi y'ishyira(rectum)/Hemoroyide,Ingwara y'ibivyimba m'umufutu/mu nyo,Baabasiirka Malawadka
EHEZA-T-1055,ReferredToFacility.FacilityHealthCenter,Referred to health center,Yoherejwe ku kigo nderabuzima,Yarungitswe kw'ivuriro,Loo gudbiyay Xarun Caafimaad
EHEZA-T-1056,ReferredToFacility.FacilityHospital,Referred to hospital,Yoherejwe ku bitaro,Yarungitswe ku bitaro,Loo gudbiyay isbitaal
EHEZA-T-1057,ReferredToFacility.FacilityMentalHealthSpecialist,Referred to mental health specialist,Yoherejwe ku muganga w'inzobere w'ubuzima bwo mu mutwe,Yarungitswe k'umuhinga w'ingwara zo mu mutwe,Loo gudbiyay dhakhtar caafimaadka dhimirka
EHEZA-T-1058,ReferredToFacility.FacilityARVProgram,Referred to ARV services,Yoherejwe muri service itanga imiti igabanya ubukana bwa Virusi itera SIDA,Yarungitswe mu gisata kiraba ivya ma ARVs,Loo gudbiyay adeegyada ARV
EHEZA-T-1059,ReferredToFacility.FacilityNCDProgram,Referred to NCD services,Yoherejwe muri service y'indwara zitandura,Yarungitswe mu gisata c'ingwara zitandukira,Loo gudbiyay adeegyada NCD
EHEZA-T-1060,ReferredToFacility.FacilityANCServices,Referred to ANC services,Yoherejwe muri serivise yita kubuzima bw'umubyeyi utwite,Yarungitswe mu gisata kiraba ingwara zitandukira,Loo gudbiyay adeegyada DHU
EHEZA-T-1061,ReferredToFacility.FacilityUltrasound,Referred to Ultrasound,,Yarungitswe mw'Iradiyo,Loo gudbiyay baaritaanka Uur ku jirta
EHEZA-T-1062,RegistratingHealthCenter,Registrating Health Center,Izina ry'ikigo nderabuzima umugenerwabikorwa abarizwamo,Ivuriro ryandika/kwiyandikisha kw'ivuriro,Diiwaan gelinaya Xarun Caafimaad
EHEZA-T-1063,ReinforceAdherenceTo,Reinforce adherence to,Shimangira kubahiriza,,
EHEZA-T-1064,RemainingForDownloadLabel,Remaining for Download,Ibisigaye gukurwa kuri seriveri,Ibisigaye gupakurura,U haray si loo soo dejiyo
EHEZA-T-1065,RemainingForUploadLabel,Remaining for Upload,Ibisigaye koherezwa kuri seriveri,Ibisigaye kurungika,U haray sii loo geliyo
EHEZA-T-1066,RenalDisease,Renal Disease,Indwara z'impyiko,Ingwara yo mu mafyigo,
EHEZA-T-1067,ReportTab.TabSPVReport,Standard Pediatric Report,Raporo ku Isuzuma ry'Umwana,Icegeranyo gisanzwe c'igisata kiraba abana,Warbixinta Carruurta Caadiga ah
EHEZA-T-1068,Reports,Reports,Raporo,Ivyegeranyo,Warbixino
EHEZA-T-1069,ResilienceCategory.ResilienceCategoryIntroduction,Introduction,Ikaze,,
EHEZA-T-1070,ResilienceCategory.ResilienceCategoryStressManagement,Stress Management,Kunanirwa,,
EHEZA-T-1071,ResilienceCategory.ResilienceCategoryMindfulness,Mindfulness,,,
EHEZA-T-1072,ResilienceCategory.ResilienceCategorySelfCare,Self Care,Kwiyitaho,,
EHEZA-T-1073,ResilienceCategory.ResilienceCategoryEndOfPeriod,End Of Month,Gusoza ukwezi kwa mbere,,
EHEZA-T-1074,ResilienceRole.ResilienceRoleNurse,Health Care Worker (HC),,,
EHEZA-T-1075,ResilienceRole.ResilienceRoleLineManager,Line Manager,,,
EHEZA-T-1076,ResilienceRole.ResilienceRoleSupervisor,Supervisor,,,
EHEZA-T-1077,ResilienceRole.ResilienceRoleDirector,Director General,,,
EHEZA-T-1078,RespiratoryRate,Respiratory Rate,Inshuro ahumeka,Igipimo co guhema,Heerka Neefsashada
EHEZA-T-1079,Reviewed,Reviewed,Byarebwe,Vyasuzumwe,Dib loo eegay
EHEZA-T-1080,RHFactorNegative,RH Factor Negative,Rezisi Negatifu,Rhesus negatif,
EHEZA-T-1081,RHFactorUnknown,RH Factor Unknown,Rezisi ntago Izwi,Rhesus ntago izwi,Aan la garanayn RH factor
EHEZA-T-1082,Right,Right,Iburyo,Iburyo,Midig
EHEZA-T-1083,RiskFactors,Risk Factors,Abashobora kwibasirwa n'indwara runaka (kubera impamvu zitandukanye:kuba atwite..),Impamvu z'ingorane,Arrimaha Khatarta leh
EHEZA-T-1084,ScheduleFollowUp,Schedule Follow Up,,Tegura ibikurikira,Jadwal u samee ka War qabka
EHEZA-T-1085,SecondName,Second Name,Izina ry'umuryango,Izina ry'ikirundi,Magaca Labaad
EHEZA-T-1086,Sector,Sector,Umurenge,Umutumba,Waaxda
EHEZA-T-1087,SevereAbdominalPainLabel,Severe abdominal pain,Kuribwa mu nda bikabije,Kurimba cane mu bwena,Calool xanuun aad u daran
EHEZA-T-1088,SevereFatigue,Severe Fatigue,,,
EHEZA-T-1089,SevereAnemia,Severe Anemia,Amaraso Macye Cyane,Ibura ry'amaraso rikaze,Dhiig yari aad u daran
EHEZA-T-1090,Shared,Shared,Ayisangira n'abandi,Umwana asangira n’abandi,Lala wadaagay
EHEZA-T-1091,Signature,Signature,Umukono,Umukono,Saxiix
EHEZA-T-1092,SoreThroatLabel,Sore Throat,Kubabara mu muhogo,Kubabara mu muhogo,Dhuun Xanuun
EHEZA-T-1093,SpousePartner,Spouse / Partner,,,
EHEZA-T-1094,StockManagement,Stock Management,Ububiko bw'imiti,Ugucunga ububiko,
EHEZA-T-1095,StockManagementMenu.MenuReceiveStock,Receive Stock,Kwakira ibijya mu bubiko,Ukuronka ivyo gushira m'ububiko,Ku wareejin keyd
EHEZA-T-1096,StockManagementMenu.MenuViewMonthDetails,View current month details,Kureba ibyakozwe muri uku kwezi mu byuro burambuye,Raba neza/ Subiramwo ivyanditse vyose vy'uku kwezi,Eeg xogta bishan
EHEZA-T-1097,SubsequentEncounter,Subsequent Encounter,Igikorwa gikurikiyeho,Uguhura kuri imbere/ umubonano uri imbere,Ogaanshaha is Xig xiga
EHEZA-T-1098,Summary,Summary,,Ivyakozwe,
EHEZA-T-1099,SuspectedCovid19CaseIsolate,Isolate immediately from family,Mutandukanye ako kanya n'umuryango we umushyire mu kato,Itandukanye ubwo nyene n'umuryango wawe uje mu kibanza cawe wenyene,Si deg-deg ah uga karantiil qoyska
EHEZA-T-1100,SuspectedCovid19CaseContactHC,Contact health center immediately,Menyesha ikigo nderabuzima ako kanya,Ukuvugana n'ivuriro vuba bwango,La xiriir Xarunta Caafimaadka si deg-deg ah
EHEZA-T-1101,SuspectedCovid19CasePerformRapidTest,Perform a rapid test immediately,Kora ikizamini nonaha,Gukora igipimo cihuta aka kanya,Isla markiiba samee baaritaan deg-deg ah
EHEZA-T-1102,SymptomRelief.SymptomReliefParacetamol,Paracetamol for Fever,Umuti wa Paracetamoro ugabanya umuriro,Paracétamol umuti w'ubushuhe,Barastamool Qandho jabin ah 
EHEZA-T-1103,SymptomRelief.SymptomReliefVitaminC,Effervescent Vitamin C tablets,Ibinini bya Vitamin C,Ibinini bibira vya Vitamine C,
EHEZA-T-1104,SymptomRelief.SymptomReliefPaidoterineSyrup,Paidoterin syrup as a decongestant,Umuti wa Siro Pedotere ku ndwara z'imyanya y'ubuhumekero,Sirop de Paidoterin nk'umuti wo kugabanya (kugurura nko mu mazuru - kugabanya ibiseru),Sharoobo Paidoterin oo san fur ah
EHEZA-T-1105,SymptomRelief.SymptomReliefCoughMixture,"Cough mixtures such as Ascoril, Bronchalene, etc.","Umuti wa Siro Pedotere ku ndwara z'imyanya y'ubuhumekero, n'indi","Ugukorora bivanze na Ascoril, Bronchalène, n'ibindi",
EHEZA-T-1106,Symptoms,Symptoms,Ibimenyetso,Ibimenyetso,Calaamadaha
EHEZA-T-1107,SymptomsGeneralSign.BodyAches,Body Aches,Ububabare bw'umubiri wose,Ukuvunagurika,Jir Xanuun
EHEZA-T-1108,SymptomsGeneralSign.Chills,Chills,Gutengurwa,Gukanya,Qarqaryo
EHEZA-T-1109,SymptomsGeneralSign.Lethargy,Lethargy,Guhwera,Itiro rirenze,Tabaalac
EHEZA-T-1110,SymptomsGeneralSign.UnableToDrink,Unable to Drink,Ntashobora kunywa,Ntibishoboka kunywa,Ma Cabi karo
EHEZA-T-1111,SymptomsGeneralSign.UnableToEat,Unable to Eat,Ntashobora kurya,Ntibishoboka kurya,Ma Cuni karo
EHEZA-T-1112,SymptomsGeneralSign.DryMouth,Dry/Sticky Mouth,Iminwa yumye,Umunwa wumye,Af Qallalan/dheg dhegaya
EHEZA-T-1113,SymptomsGeneralSign.SevereWeakness,Severe Weakness,Yacitse intege cyane,Amagara make cane,Tabar yari aad u daran
EHEZA-T-1114,SymptomsGeneralSign.YellowEyes,Yellow Eyes,Amaso y'umuhondo,Amaso asa n'umutoto uhishiye,Indho Jaalle ah
EHEZA-T-1115,SymptomsGeneralSign.CokeColoredUrine,Coca-Cola Colored Urine,Inkari zisa na kokakola,Umukoyo urimwo irangi rya coca-cola,Kaadi Kalarkeeda yahay Kooka Koola
EHEZA-T-1116,SymptomsGISign.Nausea,Nausea,Afite iseseme,Iseseme,Lalabo
EHEZA-T-1117,SymptomsGISign.NonBloodyDiarrhea,Non-Bloody Diarrhea - >3 liquid stools in the last 24 hours,Nta maraso yituma- yituma ibyoroshye inshuro zirenze 3 mu masaha 24,Nta ntagucibwamo birimwo amaraso - > ugucibwamwo incuro zirenze 3 mu masaha 24,Shuban aan dhiig la socon - >3 saxaro dareere ah 24-kii saac ee u dambeeyay
EHEZA-T-1118,SymptomsGISignAbbrev.NonBloodyDiarrhea,Non-Bloody Diarrhea,Nta maraso yituma,Nta bihitwe birimwo amaraso,Shuban aan Dhiig la Socon
EHEZA-T-1119,SymptomsRespiratorySign.Cough,Cough,Inkorora,Inkorora,Qufac
EHEZA-T-1120,SymptomsRespiratorySign.NasalCongestion,Nasal Congestion,Gufungana mu mazuru,Ugupfungana amazuru,San Xiran
EHEZA-T-1121,SymptomsRespiratorySign.ShortnessOfBreath,Shortness of Breath,Guhumeka nabi,Ibura ry'impwemu,Neefsasho Cariiri ah
EHEZA-T-1122,SymptomsRespiratorySign.LossOfSmell,Loss of Smell,Kudahumurirwa,Ugutakaza kumoterwa,Aan Ur lahayn
EHEZA-T-1123,SymptomsRespiratorySign.StabbingChestPain,Stabbing Chest Pain,Kubabara mu gatuza,Ububabare nk'umusonga mu gikiriza (umengo bagucumise imbugita),Xabad xanuun  aad u daran
EHEZA-T-1124,SymptomsTask.SymptomsRespiratory,Respiratory,Ubuhumekero,Guhema,Neefsashada
EHEZA-T-1125,SymptomsTask.SymptomsGI,GI,Urwungano ngogozi,Ingwara zo mu nda,Uur ku jir
EHEZA-T-1126,SymptomReview,Symptom Review,Kureba ibimenyetso by'uburwayi,Kuraba ibimenyetso,Eegis Calaamadaha ah
EHEZA-T-1127,Syphilis,Syphilis,Mburugu,Ingwara yo mu bihimba vy'irondoka,Waraabow
EHEZA-T-1128,StartingStock,Starting Stock,Ububiko bwatangiranywe,Ugutangura ububiko,
EHEZA-T-1129,TakenAsPrescribed,Taken as prescribed,,,
EHEZA-T-1130,TargetedInterventions,Targeted Interventions,Ibikorwa bifasha umwana mu buryo bwihariye,Intabaro zerekejwe / ugutabara kwerekejwe,Tallaabooyinka la Hiigsanayo
EHEZA-T-1131,TelephoneNumber,Telephone Number,Numero ya telefoni,Inimero ya Terefone,Lambarka Taleefanka
EHEZA-T-1132,Term,Term,Inda igeze igihe,Ikiringo,Mudo
